source,target,neurosymbolic_score,confidence_label,path_distance,known_positive,ontology_path,explanation
RFK_L1_R2,Stash,0.3203669326487948,Weak,2,False,RFK_L1_R2 --has_reference(rev)--> Strings --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'RFK_L1_R2' (neuro-symbolic score: 0.320 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [RFK_L1_R2 --has_reference(rev)--> Strings --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
SimpleResource,BLockGame,0.32006419942593783,Weak,9,False,SimpleResource --subClassOf(rev)--> GameElementResource --domain(rev)--> has_totalLikes --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'SimpleResource' (neuro-symbolic score: 0.320 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [SimpleResource --subClassOf(rev)--> GameElementResource --domain(rev)--> has_totalLikes --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
RFK_L1_R4,Stash,0.31961597687150245,Weak,2,False,RFK_L1_R4 --has_reference(rev)--> Control_Statements --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'RFK_L1_R4' (neuro-symbolic score: 0.320 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [RFK_L1_R4 --has_reference(rev)--> Control_Statements --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
experienceLevel,BLockGame,0.31936474442900986,Weak,9,False,experienceLevel --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'experienceLevel' (neuro-symbolic score: 0.319 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [experienceLevel --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
hasLearningStyle,Stash,0.3188910237474609,Weak,10,False,hasLearningStyle --subPropertyOf(rev)--> hasInputPole --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'hasLearningStyle' (neuro-symbolic score: 0.319 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [hasLearningStyle --subPropertyOf(rev)--> hasInputPole --domain--> SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
GamificationExperience,Stash,0.31887314804714134,Weak,10,False,GamificationExperience --range(rev)--> hasGamificationExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'GamificationExperience' (neuro-symbolic score: 0.319 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [GamificationExperience --range(rev)--> hasGamificationExperience --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
True,BLockGame,0.31874262699236044,Weak,9,False,True --isRuleEnabled(rev)--> _:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'True' (neuro-symbolic score: 0.319 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [True --isRuleEnabled(rev)--> _:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
hasObjective,BLockGame,0.3177305612107665,Weak,9,False,hasObjective --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'hasObjective' (neuro-symbolic score: 0.318 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [hasObjective --domain--> Teacher --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
CreativeWork,Tiny_stash,0.31729584464690114,Weak,8,False,CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'CreativeWork' (neuro-symbolic score: 0.317 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Points,Level_Up,0.31710486952123856,Weak,8,False,Points --subClassOf(rev)--> SocialPoints --classPredicate(rev)--> _:b229 --first(rev)--> _:b228 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'Points' (neuro-symbolic score: 0.317 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [Points --subClassOf(rev)--> SocialPoints --classPredicate(rev)--> _:b229 --first(rev)--> _:b228 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
GamificationExperience,Tiny_stash,0.316901074010718,Weak,8,False,GamificationExperience --classPredicate(rev)--> _:b171 --first(rev)--> _:b170 --rest--> _:b172 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'GamificationExperience' (neuro-symbolic score: 0.317 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [GamificationExperience --classPredicate(rev)--> _:b171 --first(rev)--> _:b170 --rest--> _:b172 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
CreativeWork,Stash,0.3165132575675204,Weak,10,False,CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'CreativeWork' (neuro-symbolic score: 0.317 — Weak confidence, novel). The ontology weakly supports this recommendation through 9 intermediate concept(s) (confidence: 0.07, path length: 10). Ontological path: [CreativeWork --range(rev)--> contains_forum_post --range--> Document --first(rev)--> _:b54 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Literal,Level_Up,0.31606726953718445,Weak,9,False,Literal --someValuesFrom(rev)--> _:b15 --onProperty--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'Literal' (neuro-symbolic score: 0.316 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Literal --someValuesFrom(rev)--> _:b15 --onProperty--> has_PlayingStyle --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
ReferenceKey1,Tiny_stash,0.31560673698512137,Moderate,2,False,ReferenceKey1 --has_reference(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'ReferenceKey1' (neuro-symbolic score: 0.316 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [ReferenceKey1 --has_reference(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
Task_about_Exception_Handling,Stash,0.3144831566700025,Weak,5,False,Task_about_Exception_Handling --contains(rev)--> Exception_Handling --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Task_about_Exception_Handling' (neuro-symbolic score: 0.314 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [Task_about_Exception_Handling --contains(rev)--> Exception_Handling --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
hasExperience,Tiny_stash,0.31395241932352197,Weak,9,False,hasExperience --propertyPredicate(rev)--> _:b191 --argument2--> e --first(rev)--> _:b163 --rest--> _:b164 --first--> Beginner --hasGamificationExperience(rev)--> Sara --hasObjective--> PO1 --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'hasExperience' (neuro-symbolic score: 0.314 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [hasExperience --propertyPredicate(rev)--> _:b191 --argument2--> e --first(rev)--> _:b163 --rest--> _:b164 --first--> Beginner --hasGamificationExperience(rev)--> Sara --hasObjective--> PO1 --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
res,BLockGame,0.31370184507570475,Weak,9,False,res --argument1(rev)--> _:b125 --propertyPredicate--> has_Priority --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'res' (neuro-symbolic score: 0.314 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [res --argument1(rev)--> _:b125 --propertyPredicate--> has_Priority --range--> string --range(rev)--> has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
Task_about_Input_and_Output_Streams,Stash,0.3135406857197515,Weak,5,False,Task_about_Input_and_Output_Streams --contains(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash,"The game element 'Stash' is proposed as an exploratory suggestion for the topic 'Task_about_Input_and_Output_Streams' (neuro-symbolic score: 0.314 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [Task_about_Input_and_Output_Streams --contains(rev)--> Input_and_Output_Stream --consists_of(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Functions --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'."
Leaderboard,BLockGame,0.3134790233862926,Weak,9,False,Leaderboard --subClassOf--> GameElementResource --domain(rev)--> has_totalLikes --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'Leaderboard' (neuro-symbolic score: 0.313 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Leaderboard --subClassOf--> GameElementResource --domain(rev)--> has_totalLikes --range--> nonNegativeInteger --range(rev)--> has_TotalCompletionHours --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'."
PO1,Tiny_stash,0.3133555505004772,Weak,2,False,PO1 --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'PO1' (neuro-symbolic score: 0.313 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [PO1 --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
effectively_use_the_built-in_data_types,Tiny_stash,0.3133200439785056,Weak,2,False,effectively_use_the_built-in_data_types --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'effectively_use_the_built-in_data_types' (neuro-symbolic score: 0.313 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [effectively_use_the_built-in_data_types --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
recognizing_the_properties_of_the_built-in_data_types,Tiny_stash,0.3133200439785056,Weak,2,False,recognizing_the_properties_of_the_built-in_data_types --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'recognizing_the_properties_of_the_built-in_data_types' (neuro-symbolic score: 0.313 — Weak confidence, novel). The ontology weakly supports this recommendation through 1 intermediate concept(s) (confidence: 0.40, path length: 2). Ontological path: [recognizing_the_properties_of_the_built-in_data_types --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
OOPTeachers,Level_Up,0.3121918047218375,Weak,4,False,OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK2 --index--> LevelGE --has_reference(rev)--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'OOPTeachers' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 3 intermediate concept(s) (confidence: 0.22, path length: 4). Ontological path: [OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK2 --index--> LevelGE --has_reference(rev)--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b63,Level_Up,0.31161996692349136,Weak,6,False,_:b63 --head--> _:b65 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b63' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b63 --head--> _:b65 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b166,Level_Up,0.31161996692349136,Weak,6,False,_:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b166' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b85,Level_Up,0.31161996692349136,Weak,6,False,_:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b85' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b85 --head--> _:b87 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b177,Level_Up,0.31161996692349136,Weak,6,False,_:b177 --head--> _:b179 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b177' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b177 --head--> _:b179 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b264,Level_Up,0.31161996692349136,Weak,6,False,_:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b264' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b155,Level_Up,0.31161996692349136,Weak,6,False,_:b155 --head--> _:b157 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b155' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b155 --head--> _:b157 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b199,Level_Up,0.31161996692349136,Weak,6,False,_:b199 --head--> _:b201 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b199' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b199 --head--> _:b201 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b245,Level_Up,0.31161996692349136,Weak,6,False,_:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b245' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b148,Level_Up,0.31161996692349136,Weak,6,False,_:b148 --head--> _:b150 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b148' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b148 --head--> _:b150 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b74,Level_Up,0.31161996692349136,Weak,6,False,_:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b74' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b275,Level_Up,0.31161996692349136,Weak,6,False,_:b275 --head--> _:b277 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b275' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b275 --head--> _:b277 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b108,Level_Up,0.3116199627511662,Weak,6,False,_:b108 --head--> _:b110 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b108' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b108 --head--> _:b110 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
_:b117,Level_Up,0.3116199627511662,Weak,6,False,_:b117 --head--> _:b119 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b117' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.21, path length: 6). Ontological path: [_:b117 --head--> _:b119 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
SpatialThing,Level_Up,0.3115376822664315,Weak,8,False,SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'SpatialThing' (neuro-symbolic score: 0.312 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [SpatialThing --domain(rev)--> designLesson --range--> Lesson --range(rev)--> consists_of --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Polymorphism --contains--> Overloading --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
Learner,Level_Up,0.3109309318597985,Weak,9,False,Learner --domain(rev)--> hasInputPole --range--> InputPole --classPredicate(rev)--> _:b233 --first(rev)--> _:b231 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic 'Learner' (neuro-symbolic score: 0.311 — Weak confidence, novel). The ontology weakly supports this recommendation through 8 intermediate concept(s) (confidence: 0.08, path length: 9). Ontological path: [Learner --domain(rev)--> hasInputPole --range--> InputPole --classPredicate(rev)--> _:b233 --first(rev)--> _:b231 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'."
RFK_L1_R1,Tiny_stash,0.3106086123586535,Moderate,2,False,RFK_L1_R1 --has_reference(rev)--> Variables --containsGameElement--> Tiny_stash,"The game element 'Tiny_stash' is proposed as an exploratory suggestion for the topic 'RFK_L1_R1' (neuro-symbolic score: 0.311 — Weak confidence, novel). The ontology moderately supports this recommendation through 1 intermediate concept(s) (confidence: 0.41, path length: 2). Ontological path: [RFK_L1_R1 --has_reference(rev)--> Variables --containsGameElement--> Tiny_stash]. 'Tiny_stash' is an element related to 'Tiny stash'."
