source,target,probability_mean,symbolic_confidence,neurosymbolic_score,confidence_label,path_distance,key_relation,ontology_path,known_positive,explanation,explanation_blocks,probability_std,numeric_score_target,source_type,target_type,score_final,sym_base_score,path_length,sym_category,top5_influent_nodes,best_ontology_path
has_LearningPace,BLockGame,0.1556343626611696,0.20372174951584265,0.1868911641167071,Weak,5,domain,has_LearningPace --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,False,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_LearningPace' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [has_LearningPace --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'.","{""strength"": ""The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_LearningPace' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5)."", ""path"": ""Ontological path: [has_LearningPace --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]."", ""target"": ""'BLockGame' is an element related to 'BLockGame'.""}",0.17426592316847167,0.12935257077791257,DatatypeProperty,Badge,0.1503780042845182,0.2,5,indirect,Course | ObjectOrientedProgramming | Java_Basics | Control_Statements | Task_about_Java_Basics,has_LearningPace → Course → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
has_TeachingLanguage,BLockGame,0.15563434477977617,0.20372174951584265,0.18689115785821941,Weak,5,domain,has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,False,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_TeachingLanguage' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'.","{""strength"": ""The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_TeachingLanguage' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5)."", ""path"": ""Ontological path: [has_TeachingLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]."", ""target"": ""'BLockGame' is an element related to 'BLockGame'.""}",0.1742658848476713,0.12935257077791257,DatatypeProperty,Badge,0.15037798997940344,0.2,5,indirect,Course | ObjectOrientedProgramming | Java_Basics | Control_Statements | Task_about_Java_Basics,has_TeachingLanguage → Course → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
has_TranslationLanguage,BLockGame,0.15563434477977617,0.20372174951584265,0.18689115785821941,Weak,5,domain,has_TranslationLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame,False,"The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_TranslationLanguage' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5). Ontological path: [has_TranslationLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]. 'BLockGame' is an element related to 'BLockGame'.","{""strength"": ""The game element 'BLockGame' is proposed as an exploratory suggestion for the topic 'has_TranslationLanguage' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 4 intermediate concept(s) (confidence: 0.20, path length: 5)."", ""path"": ""Ontological path: [has_TranslationLanguage --domain--> Course --comment(rev)--> ObjectOrientedProgramming --consists_of--> Java_Basics --contains--> Control_Statements --containsGameElement--> BLockGame]."", ""target"": ""'BLockGame' is an element related to 'BLockGame'.""}",0.1742658848476713,0.12935257077791257,DatatypeProperty,Badge,0.15037798997940344,0.2,5,indirect,Course | ObjectOrientedProgramming | Java_Basics | Control_Statements | Task_about_Java_Basics,has_TranslationLanguage → Course → ObjectOrientedProgramming → Java_Basics → Control_Statements → BLockGame
Sara,Motrain,0.12763866540059865,0.218557968704714,0.18673621254827363,Weak,6,has_user_account,Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain,False,"The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Sara' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.22, path length: 6). Ontological path: [Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]. 'Motrain' is an element related to 'Motrain'.","{""strength"": ""The game element 'Motrain' is proposed as an exploratory suggestion for the topic 'Sara' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 5 intermediate concept(s) (confidence: 0.22, path length: 6)."", ""path"": ""Ontological path: [Sara --has_user_account--> Sara_12 --member_of--> OOPTeachers --usergroup_of--> OOPCourseCommunity --is_visible_for(rev)--> IK_GE_Motrain --indexed_by(rev)--> RF_GE_Motrain --has_reference(rev)--> Motrain]."", ""target"": ""'Motrain' is an element related to 'Motrain'.""}",0.19762941607425874,0.0,Person,GameElementResource,0.10211093232047892,0.16666666666666666,6,indirect,OOPCourseCommunity | OOPTeachers | IK_GE_Motrain | RF_GE_Motrain | Sara_12,Sara → Sara_12 → OOPTeachers → OOPCourseCommunity → IK_GE_Motrain → RF_GE_Motrain → Motrain
_:b193,Level_Up,0.3442851730664852,0.10189130203804733,0.18672915689800057,Weak,7,first(rev),_:b193 --first(rev)--> _:b192 --rest--> _:b194 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b193' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b193 --first(rev)--> _:b192 --rest--> _:b194 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b193' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7)."", ""path"": ""Ontological path: [_:b193 --first(rev)--> _:b192 --rest--> _:b194 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.08350295996126682,1.0,ClassAtom,Level,0.4754281384531882,0.14285714285714285,7,indirect,,N/A
_:b160,Level_Up,0.34421966969989376,0.10189130203804733,0.18670623071969356,Weak,7,first(rev),_:b160 --first(rev)--> _:b159 --rest--> _:b161 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b160' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b160 --first(rev)--> _:b159 --rest--> _:b161 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b160' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7)."", ""path"": ""Ontological path: [_:b160 --first(rev)--> _:b159 --rest--> _:b161 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.08352533957421607,1.0,ClassAtom,Level,0.47537573575991504,0.14285714285714285,7,indirect,,N/A
_:b171,Level_Up,0.34421966969989376,0.10189130203804733,0.18670623071969356,Weak,7,first(rev),_:b171 --first(rev)--> _:b170 --rest--> _:b172 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b171' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b171 --first(rev)--> _:b170 --rest--> _:b172 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b171' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7)."", ""path"": ""Ontological path: [_:b171 --first(rev)--> _:b170 --rest--> _:b172 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.08352533957421607,1.0,ClassAtom,Level,0.47537573575991504,0.14285714285714285,7,indirect,,N/A
_:b182,Level_Up,0.34421966969989376,0.10189130203804733,0.18670623071969356,Weak,7,first(rev),_:b182 --first(rev)--> _:b181 --rest--> _:b183 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up,False,"The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b182' (neuro-symbolic score: 0.187 — Weak confidence, novel). The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7). Ontological path: [_:b182 --first(rev)--> _:b181 --rest--> _:b183 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]. 'Level_Up' is an element related to 'Level Up'.","{""strength"": ""The game element 'Level_Up' is proposed as an exploratory suggestion for the topic '_:b182' (neuro-symbolic score: 0.187 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 6 intermediate concept(s) (confidence: 0.10, path length: 7)."", ""path"": ""Ontological path: [_:b182 --first(rev)--> _:b181 --rest--> _:b183 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up]."", ""target"": ""'Level_Up' is an element related to 'Level Up'.""}",0.08352533957421607,1.0,ClassAtom,Level,0.47537573575991504,0.14285714285714285,7,indirect,,N/A
_:b117,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b117 --head--> _:b119 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b117' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b117 --head--> _:b119 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b117' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b117 --head--> _:b119 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b264,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b264' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b264' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b264 --head--> _:b266 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b155,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b155 --head--> _:b157 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b155' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b155 --head--> _:b157 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b155' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b155 --head--> _:b157 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b148,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b148 --head--> _:b150 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b148' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b148 --head--> _:b150 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b148' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b148 --head--> _:b150 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b240,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,body,_:b240 --body--> _:b241 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b240' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b240 --body--> _:b241 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b240' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b240 --body--> _:b241 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b63,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b63 --head--> _:b65 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b63' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b63 --head--> _:b65 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b63' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b63 --head--> _:b65 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b166,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b166' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b166' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b166 --head--> _:b168 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b177,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b177 --head--> _:b179 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b177' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b177 --head--> _:b179 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b177' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b177 --head--> _:b179 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b74,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b74' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b74' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b74 --head--> _:b76 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
_:b245,Stash,0.36680215233877606,0.08939130203804733,0.18648509964330237,Weak,8,head,_:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash,False,"The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b245' (neuro-symbolic score: 0.186 — Weak confidence, novel). The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8). Ontological path: [_:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]. 'Stash' is an element related to 'Stash'.","{""strength"": ""The game element 'Stash' is proposed as an exploratory suggestion for the topic '_:b245' (neuro-symbolic score: 0.186 — Weak confidence, novel)."", ""ontology"": ""The ontology weakly supports this recommendation through 7 intermediate concept(s) (confidence: 0.09, path length: 8)."", ""path"": ""Ontological path: [_:b245 --head--> _:b247 --rest--> nil --rest(rev)--> _:b72 --first--> Participation --designedWithObjective(rev)--> Buil-in_Data_Types --containsGameElement--> Level_Up --containsGameElement(rev)--> Task_about_Java_Basics --containsGameElement--> Stash]."", ""target"": ""'Stash' is an element related to 'Stash'.""}",0.17205769975056395,0.9172442572270822,Imp,Reward,0.4768905733164373,0.125,8,indirect,,N/A
